NAME,ADDRESS,CITY,STATE,ZIP,LATITUDE,LONGITUDE,GEOLOCATION
CHILDREN'S REHABILITATION CENTER,355 CEDAR SPRINGS RD,SPARTANBURG,SC,29302,34.9101138,-81.88044733399991,"(34.9101138, -81.88044733399991)"
MEADVILLE MEDICAL CENTER,751 LIBERTY STREET,MEADVILLE,PA,16335,41.6416480010001,-80.145881999,"(41.6416480010001, -80.145881999)"
MCLEOD HEALTH CLARENDON,10 E HOSPITAL ST,MANNING,SC,29102,33.6867129820001,-80.2115390279999,"(33.6867129820001, -80.2115390279999)"
COLLETON MEDICAL CENTER,501 ROBERTSON BLVD,WALTERBORO,SC,29488,32.922821000999996,-80.669910817,"(32.922821000999996, -80.669910817)"
ANMED HEALTH NORTH WOMEN'S AND CHILDREN'S HOSPITAL,2000 E GREENVILLE ST,ANDERSON,SC,29621,34.545571426,-82.628881114,"(34.545571426, -82.628881114)"
LUTHERAN HOSPITAL,1730 WEST 25TH STREET,CLEVELAND,OH,44113,41.4876333760001,-81.7072628929999,"(41.4876333760001, -81.7072628929999)"
LIEBER CORRECTIONAL INSTITUTION INFIRMARY,136 WILBORN AVE,RIDGEVILLE,SC,29472,33.0853394640001,-80.290731363,"(33.0853394640001, -80.290731363)"
SOUTH CAROLINA VOCATIONAL REHABILITATION EVALUATION CENTER,1400 BOSTON AVE,WEST COLUMBIA,SC,29170,33.9518686600001,-81.1078839159999,"(33.9518686600001, -81.1078839159999)"
MORRIS VILLAGE,610 FAISON DR,COLUMBIA,SC,29203,34.089299011,-80.986957172,"(34.089299011, -80.986957172)"
CROUSE HOSPITAL,736 IRVING AVE,SYRACUSE,NY,13210,43.041299171000006,-76.138394013,"(43.041299171000006, -76.138394013)"
PRISMA HEALTH LAURENS COUNTY HOSPITAL,22725 HWY 76 E,CLINTON,SC,29325,34.4814707950001,-81.940821967,"(34.4814707950001, -81.940821967)"
WILLOW LANE INFIRMARY,4650 BROAD RIVER RD,COLUMBIA,SC,29210,34.0726165560001,-81.111401115,"(34.0726165560001, -81.111401115)"
HILTON HEAD HOSPITAL,25 HOSPITAL CENTER BLVD,HILTON HEAD ISLAND,SC,29926,32.224045317,-80.715057337,"(32.224045317, -80.715057337)"
PROVIDENCE CENTRALIA HOSPITAL,914 SOUTH SCHEUBER ROAD,CENTRALIA,WA,98531,46.7124044820001,-122.985580565,"(46.7124044820001, -122.985580565)"
LAYTON HOSPITAL,201 WEST LAYTON PARKWAY,LAYTON,UT,84041,41.0518515210001,-111.968839247,"(41.0518515210001, -111.968839247)"
ST MARYS HOSPITAL,111 SPRING STREET,STREATOR,IL,61364,41.11359098,-88.8345822369999,"(41.11359098, -88.8345822369999)"
GRAYS HARBOR COMMUNITY HOSPITAL - EAST,1006 N H STREET,ABERDEEN,WA,98520,46.981262401,-123.820558586,"(46.981262401, -123.820558586)"
LEGACY MERIDIAN PARK MEDICAL CENTER,19300 SW 65TH AVENUE,TUALATIN,OR,97062,45.3784323780001,-122.740779264,"(45.3784323780001, -122.740779264)"
PROVIDENCE WILLAMETTE FALLS MEDICAL CENTER,1500 DIVISION STREET,OREGON CITY,OR,97045,45.356233794,-122.58710766,"(45.356233794, -122.58710766)"
PROVIDENCE ST VINCENT MEDICAL CENTER,9205 SW BARNES ROAD,PORTLAND,OR,97225,45.510673873,-122.77176007899999,"(45.510673873, -122.77176007899999)"
TUALITY COMMUNITY HOSPITAL,335 SE 8TH AVENUE,HILLSBORO,OR,97123,45.519489179000104,-122.978185646,"(45.519489179000104, -122.978185646)"
LEGACY GOOD SAMARITAN MEDICAL CENTER,"1015 NW 22ND AVENUE, W121",PORTLAND,OR,97210,45.530259013,-122.697491294,"(45.530259013, -122.697491294)"
PROVIDENCE PORTLAND MEDICAL CENTER,4805 NE GLISAN STREET,PORTLAND,OR,97213,45.5275335530001,-122.613506236,"(45.5275335530001, -122.613506236)"
LEGACY SILVERTON HOSPITAL,342 FAIRVIEW STREET,SILVERTON,OR,97381,45.0046659180001,-122.79007310200001,"(45.0046659180001, -122.79007310200001)"
SAMARITAN LEBANON COMMUNITY HOSPITAL,525 N SANTIAM HIGHWAY,LEBANON,OR,97355,44.5513269570001,-122.90696407700001,"(44.5513269570001, -122.90696407700001)"
SISTERS OF CHARITY HOSPITAL,2157 MAIN ST,BUFFALO,NY,14214,42.928436892,-78.84845864499991,"(42.928436892, -78.84845864499991)"
BERTRAND CHAFFEE HOSPITAL,224 E MAIN ST,SPRINGVILLE,NY,14141,42.5089639890001,-78.65856690000001,"(42.5089639890001, -78.65856690000001)"
SISTERS OF CHARITY HOSPITAL - ST JOSEPH CAMPUS,2605 HARLEM RD,CHEEKTOWAGA,NY,14225,42.9143043600001,-78.7824015429999,"(42.9143043600001, -78.7824015429999)"
NATHAN LITTAUER HOSPITAL,99 E STATE ST,GLOVERSVILLE,NY,12078,43.07158610500011,-74.331921727,"(43.07158610500011, -74.331921727)"
THE UNIVERSITY OF VERMONT HEALTH NETWORK ALICE HYDE MEDICAL CENTER,115 PARK STREET,MALONE,NY,12953,44.856735148999995,-74.291292477,"(44.856735148999995, -74.291292477)"
UNITED MEMORIAL MEDICAL CENTER BANK STREET CAMPUS,16 BANK ST,BATAVIA,NY,14020,42.99865007500011,-78.18111287800001,"(42.99865007500011, -78.18111287800001)"
SAMARITAN MEDICAL CENTER,830 WASHINGTON ST,WATERTOWN,NY,13601,43.965043482000105,-75.914557899,"(43.965043482000105, -75.914557899)"
ROCHESTER GENERAL HOSPITAL,1425 PORTLAND AVE,ROCHESTER,NY,14621,43.192241133,-77.586814488,"(43.192241133, -77.586814488)"
SYOSSET HOSPITAL,221 JERICHO TPKE,SYOSSET,NY,11791,40.810874287,-73.508666051,"(40.810874287, -73.508666051)"
PLAINVIEW HOSPITAL,888 OLD COUNTRY RD,PLAINVIEW,NY,11803,40.7749542290001,-73.47853470699991,"(40.7749542290001, -73.47853470699991)"
EASTERN NIAGARA HOSPITAL,521 EAST AVE,LOCKPORT,NY,14094,43.177371077,-78.67114428100001,"(43.177371077, -78.67114428100001)"
NIAGARA FALLS MEMORIAL MEDICAL CENTER,621 10TH ST,NIAGARA FALLS,NY,14301,43.0939208230001,-79.049710131,"(43.0939208230001, -79.049710131)"
DEGRAFF MEMORIAL HOSPITAL,445 TREMONT ST,NORTH TONAWANDA,NY,14120,43.0254180090001,-78.86234244,"(43.0254180090001, -78.86234244)"
MOUNT ST. MARY'S HOSPITAL,5300 MILITARY RD,LEWISTON,NY,14092,43.1541840190001,-79.03243072399991,"(43.1541840190001, -79.03243072399991)"
FAXTON-ST. LUKE'S HEALTHCARE - ST. LUKE'S CAMPUS,1656 CHAMPLIN AVE,UTICA,NY,13413,43.096733423,-75.27589376899991,"(43.096733423, -75.27589376899991)"
CLIFTON SPRINGS HOSPITAL,2 COULTER RD,CLIFTON SPRINGS,NY,14432,42.959700836,-77.136515747,"(42.959700836, -77.136515747)"
OSWEGO HOSPITAL,110 W 6TH ST,OSWEGO,NY,13126,43.454016571000096,-76.51637765,"(43.454016571000096, -76.51637765)"
AURELIA OSBORN FOX MEMORIAL HOSPITAL,1 NORTON AVE,ONEONTA,NY,13820,42.4577933240001,-75.052153475,"(42.4577933240001, -75.052153475)"
GOOD SAMARITAN HOSPITAL - SUFFERN,255 LAFAYETTE AVE,SUFFERN,NY,10901,41.111595777,-74.13481142399999,"(41.111595777, -74.13481142399999)"
MASSENA MEMORIAL HOSPITAL,1 HOSPITAL DR,MASSENA,NY,13613,44.93623403,-74.90874008600001,"(44.93623403, -74.90874008600001)"
OTTOWA REGIONAL HOSPITAL AND HEALTHCARE CENTER DBA OSF SAINT ELIZABETH MEDICAL CENTER,1100 EAST NORRIS DRIVE,OTTAWA,IL,61350,41.357701653,-88.82441326600001,"(41.357701653, -88.82441326600001)"
ILLINOIS VALLEY COMMUNITY HOSPITAL,925 WEST ST,PERU,IL,61354,41.328868574000104,-89.124333749,"(41.328868574000104, -89.124333749)"
MEDSTAR GOOD SAMARITAN HOSPITAL,5601 LOCH RAVEN BLVD,BALTIMORE,MD,21239,39.3583957820001,-76.58728282399991,"(39.3583957820001, -76.58728282399991)"
SAINT AGNES HOSPITAL,900 CATON AVENUE,BALTIMORE,MD,21229,39.272769909000004,-76.672119105,"(39.272769909000004, -76.672119105)"
MEDSTAR UNION MEMORIAL HOSPITAL,201 EAST UNIVERSITY PARKWAY,BALTIMORE,MD,21218,39.329040299,-76.6147393489999,"(39.329040299, -76.6147393489999)"
EXETER HOSPITAL,5 ALUMNI DRIVE,EXETER,NH,3833,42.9826630900001,-70.935558339,"(42.9826630900001, -70.935558339)"
ST CHARLES HOSPITAL AND REHABILITATION CENTER,200 BELLE TERRE RD,PORT JEFFERSON,NY,11507,40.9466312260001,-73.060963223,"(40.9466312260001, -73.060963223)"
FLEMING COUNTY HOSPITAL,55 FOUNDATION DRIVE,FLEMINGSBURG,KY,41041,38.4221510450001,-83.75154530899991,"(38.4221510450001, -83.75154530899991)"
BAPTIST HEALTH LEXINGTON,1740 NICHOLASVILLE ROAD,LEXINGTON,KY,40503,38.018805193,-84.511857714,"(38.018805193, -84.511857714)"
CAYUGA MEDICAL CENTER,101 DATES DR,ITHACA,NY,14850,42.4689850720001,-76.53748416100001,"(42.4689850720001, -76.53748416100001)"
GLENS FALLS HOSPITAL,100 PARK ST,GLENS FALLS,NY,12801,43.30662938500011,-73.64631274399991,"(43.30662938500011, -73.64631274399991)"
NORTHERN WESTCHESTER HOSPITAL,400 E MAIN ST,MOUNT KISCO,NY,10549,41.1970540820001,-73.725700752,"(41.1970540820001, -73.725700752)"
HARRISON MEMORIAL HOSPITAL,1210 KENTUCKY HIGHWAY 36 EAST,CYNTHIANA,KY,41031,38.3839687290001,-84.277686455,"(38.3839687290001, -84.277686455)"
METROPOLITAN HOSPITAL CENTER,1901 1ST AVE,NEW YORK,NY,10029,40.78492694,-73.944530229,"(40.78492694, -73.944530229)"
MOUNT SINAI HOSPITAL,1 GUSTAVE L LEVY PL,NEW YORK,NY,10001,40.7897675310001,-73.9532142739999,"(40.7897675310001, -73.9532142739999)"
QUEENS HOSPITAL CENTER,82-68 164TH ST,JAMAICA,NY,11432,40.7170722130001,-73.80455619199991,"(40.7170722130001, -73.80455619199991)"
MEMORIAL HOSPITAL OF CARBONDALE,405 W JACKSON,CARBONDALE,IL,62901,37.727445549,-89.22059253100001,"(37.727445549, -89.22059253100001)"
IROQUOIS MEMORIAL HOSPITAL,200 FAIRMAN STREET,WATSEKA,IL,60970,40.7656018870001,-87.7325174809999,"(40.7656018870001, -87.7325174809999)"
TRIGG COUNTY HOSPITAL INC.,254 MAIN STREET,CADIZ,KY,42211,36.866340232,-87.82153878199992,"(36.866340232, -87.82153878199992)"
LONG ISLAND JEWISH FOREST HILLS HOSPITAL,102-01 66 ROAD,FOREST HILLS,NY,11375,40.7289946700001,-73.8515067069999,"(40.7289946700001, -73.8515067069999)"
WOODHULL MEDICAL AND MENTAL HEALTH CENTER,760 BROADWAY,BROOKLYN,NY,11206,40.6995226670001,-73.942378984,"(40.6995226670001, -73.942378984)"
MILLARD FILLMORE SUBURBAN HOSPITAL,1540 MAPLE RD,WILLIAMSVILLE,NY,14209,42.994039483000094,-78.730238291,"(42.994039483000094, -78.730238291)"
ALBANY MEMORIAL HOSPITAL,600 NORTHERN BLVD,ALBANY,NY,12204,42.674183365,-73.74867499899992,"(42.674183365, -73.74867499899992)"
KINGSBROOK JEWISH MEDICAL CENTER,585 SCHENECTADY AVENUE,BROOKLYN,NY,11203,40.6594404510001,-73.933545308,"(40.6594404510001, -73.933545308)"
LONG ISLAND JEWISH MEDICAL CENTER,270-05 76TH AVE,NEW HYDE PARK,NY,11040,40.7543432750001,-73.70810636,"(40.7543432750001, -73.70810636)"
MONTEFIORE MOUNT VERNON HOSPITAL,12 NORTH 7TH AVENUE,MOUNT VERNON,NY,10550,40.9128983590001,-73.8405620029999,"(40.9128983590001, -73.8405620029999)"
MOUNT SINAI HOSPITAL - MOUNT SINAI HOSPITAL OF QUEENS,25-10 30TH AVENUE,LONG ISLAND CITY,NY,11102,40.7682950600001,-73.9248843399999,"(40.7682950600001, -73.9248843399999)"
ONEIDA HEALTHCARE,321 GENESEE STREET,ONEIDA,NY,13421,43.0777060140001,-75.65449007,"(43.0777060140001, -75.65449007)"
DOCTORS' COMMUNITY HOSPITAL,8118 GOOD LUCK ROAD,LANHAM,MD,20706,38.982694536000096,-76.86525039600001,"(38.982694536000096, -76.86525039600001)"
JOHN T MATHER MEMORIAL HOSPITAL OF PORT JEFFERSON NEW YORK INC,75 NORTH COUNTRY ROAD,PORT JEFFERSON,NY,11777,40.939067402,-73.054398506,"(40.939067402, -73.054398506)"
THE UNITY HOSPITAL OF ROCHESTER,1555 LONG POND ROAD,ROCHESTER,NY,14626,43.1929183840001,-77.705150905,"(43.1929183840001, -77.705150905)"
HERRIN HOSPITAL,201 S 14TH ST,HERRIN,IL,62948,37.8010121,-89.026313269,"(37.8010121, -89.026313269)"
MEDSTAR SAINT MARY'S HOSPITAL,25500 POINT LOOKOUT ROAD,LEONARDTOWN,MD,20650,38.302137634000104,-76.638270282,"(38.302137634000104, -76.638270282)"
MONTEFIORE MED CENTER - JACK D WEILER HOSP OF A EINSTEIN COLLEGE DIV,1825 EASTCHESTER RD,BRONX,NY,10461,40.8498892050001,-73.845890219,"(40.8498892050001, -73.845890219)"
AURELIA OSBORN FOX MEMORIAL HOSPITAL TRI TOWN REGIONAL HEALTHCARE,43 PEARL STREET WEST,SIDNEY,NY,13838,42.304154699,-75.395469023,"(42.304154699, -75.395469023)"
CGH MEDICAL CENTER,100 EAST LEFEVRE ROAD,STERLING,IL,61081,41.8022056200001,-89.69665557799999,"(41.8022056200001, -89.69665557799999)"
UNITED MEMORIAL MEDICAL CENTER NORTH STREET CAMPUS,127 NORTH ST,BATAVIA,NY,14020,43.0050608710001,-78.176631857,"(43.0050608710001, -78.176631857)"
UNIVERSITY HOSPITAL OF BROOKLYN,445 LENOX ROAD,BROOKLYN,NY,11203,40.6548418790001,-73.94422785399999,"(40.6548418790001, -73.94422785399999)"
NYU HOSPITALS CENTER,550 FIRST AVENUE,NEW YORK,NY,10016,40.7420469040001,-73.9739293339999,"(40.7420469040001, -73.9739293339999)"
SJRH - ST JOHNS DIVISION,967 NORTH BROADWAY,YONKERS,NY,10701,40.9689135340001,-73.8861469249999,"(40.9689135340001, -73.8861469249999)"
ST JOSEPH'S MEDICAL CENTER,127 SOUTH BROADWAY,YONKERS,NY,10701,40.92925602,-73.8976946769999,"(40.92925602, -73.8976946769999)"
BROOKS TLC HOSPITAL SYSTEMS INC,845 ROUTES 5&20,IRVING,NY,14081,42.558488615,-79.125838747,"(42.558488615, -79.125838747)"
ST JOSEPHS HOSPITAL,555 ST. JOSEPH'S BOULEVARD,ELMIRA,NY,14901,42.091950345,-76.798434496,"(42.091950345, -76.798434496)"
MOUNT SINAI BETH ISRAEL,FIRST AVE AT 16TH STREET,NEW YORK,NY,10003,40.733104806,-73.98177078,"(40.733104806, -73.98177078)"
CAPE REGIONAL MEDICAL CENTER,2 STONE HARBOR BOULEVARD,CAPE MAY COURT HOUSE,NJ,8210,39.0876137610001,-74.81717151899991,"(39.0876137610001, -74.81717151899991)"
WAYNE COUNTY HOSPITAL,166 HOSPITAL STREET,MONTICELLO,KY,42633,36.81986477,-84.866892605,"(36.81986477, -84.866892605)"
BAPTIST HEALTH CORBIN,1 TRILLIUM WAY,CORBIN,KY,40701,36.922822198000105,-84.119729913,"(36.922822198000105, -84.119729913)"
SAINT JOSEPH HOSPITAL LONDON,1001 SAINT JOSEPH LANE,LONDON,KY,40741,37.117712112,-84.109002367,"(37.117712112, -84.109002367)"
THREE RIVERS MEDICAL CENTER,2485 HWY 644,LOUISA,KY,41230,38.092486637,-82.604408295,"(38.092486637, -82.604408295)"
HOWARD COUNTY GENERAL HOSPITAL,5755 CEDAR LANE,COLUMBIA,MD,21044,39.2143598390001,-76.88586971099991,"(39.2143598390001, -76.88586971099991)"
SHEPPARD PRATT AT ELLICOTT CITY,4100 COLLEGE AVENUE,ELLICOTT CITY,MD,21041,39.255692337,-76.7931180419999,"(39.255692337, -76.7931180419999)"
UNIVERSITY OF MARYLAND SAINT JOSEPH MEDICAL CENTER,7601 OSLER DRIVE,TOWSON,MD,21204,39.3880571770001,-76.611063515,"(39.3880571770001, -76.611063515)"
RUSH UNIVERSITY MEDICAL CENTER,1653 WEST CONGRESS PARKWAY,CHICAGO,IL,60612,41.8745718600001,-87.66890981899999,"(41.8745718600001, -87.66890981899999)"
JACKSON PARK HOSPITAL,7531 S STONY ISLAND AVE,CHICAGO,IL,60649,41.757730611999996,-87.585235064,"(41.757730611999996, -87.585235064)"
SOUTH SHORE HOSPITAL XXX,8012 SOUTH CRANDON AVENUE,CHICAGO,IL,60617,41.749327394,-87.5689968789999,"(41.749327394, -87.5689968789999)"
NORWEGIAN-AMERICAN HOSPITAL,1044 N FRANCISCO AVE,CHICAGO,IL,60622,41.900799838000104,-87.69909547700001,"(41.900799838000104, -87.69909547700001)"
ADVOCATE SOUTH SUBURBAN HOSPITAL,17800 S KEDZIE AVE,HAZEL CREST,IL,60429,41.5663040370001,-87.697569734,"(41.5663040370001, -87.697569734)"
NORTON AUDUBON HOSPITAL,ONE AUDUBON PLAZA DRIVE,LOUISVILLE,KY,40217,38.215127395,-85.722813645,"(38.215127395, -85.722813645)"
NORTON BROWNSBORO HOSPITAL,4960 NORTON HEALTHCARE BOULEVARD,LOUISVILLE,KY,40241,38.3153256800001,-85.575894454,"(38.3153256800001, -85.575894454)"
ST FRANCIS HOSPITAL,333 LAIDLEY ST,CHARLESTON,WV,25301,38.353461768,-81.633240716,"(38.353461768, -81.633240716)"
ST. ELIZABETH COVINGTON,1500 JAMES SIMPSON JR. WAY,COVINGTON,KY,41011,39.071348371999996,-84.517999891,"(39.071348371999996, -84.517999891)"
WILLIAMSON MEMORIAL HOSPITAL,859 ALDERSON STREET,WILLIAMSON,WV,25661,37.678818962,-82.272648847,"(37.678818962, -82.272648847)"
MIDDLESBORO ARH HOSPITAL,3600 W CUMBERLAND AVE,MIDDLESBORO,KY,40965,36.6058264650001,-83.7401927339999,"(36.6058264650001, -83.7401927339999)"
HARRISBURG MEDICAL CENTER,100 DOCTOR WARREN TUTTLE DR,HARRISBURG,IL,62946,37.7310436060001,-88.523133984,"(37.7310436060001, -88.523133984)"
OSF HEALTHCARE SYSTEM HEART OF MARY MEDICAL CENTER,1400 WEST PARK AVENUE,URBANA,IL,61801,40.1179711090001,-88.227107261,"(40.1179711090001, -88.227107261)"
HSHS HOLY FAMILY HOSPITAL INC,200 HEALTHCARE DR,GREENVILLE,IL,62246,38.903209711,-89.407644824,"(38.903209711, -89.407644824)"
SWEDISHAMERICAN MEDICAL CENTER BELVIDERE,1625 SOUTH STATE STREET,BELVIDERE,IL,61008,42.2430122590001,-88.839745098,"(42.2430122590001, -88.839745098)"
HSHS GOOD SHEPARD HOSPITAL INC,200 S CEDAR ST,SHELBYVILLE,IL,62565,39.4057818300001,-88.807950641,"(39.4057818300001, -88.807950641)"
LOURDES HOSPITAL,1530 LONE OAK RD,PADUCAH,KY,42003,37.0506390190001,-88.64736895600001,"(37.0506390190001, -88.64736895600001)"
BAYLOR SCOTT & WHITE MEDICAL CENTER - PFLUGERVILLE,2600 EAST PFLUGERVILLE PARKWAY,PFLUGERVILLE,TX,78660,30.4516312480001,-97.5914115099999,"(30.4516312480001, -97.5914115099999)"
GARDEN PARK MEDICAL CENTER,15200 COMMUNITY ROAD,GULFPORT,MS,39503,30.4440901150001,-89.09343366,"(30.4440901150001, -89.09343366)"
MEDICAL/DENTAL FACILITY AT PARCHMAN,HIGHWAY 49 WEST,PARCHMAN,MS,38738,33.9184395710001,-90.49900793299999,"(33.9184395710001, -90.49900793299999)"
MERIT HEALTH BILOXI,150 REYNOIR STREET,BILOXI,MS,39530,30.3959386810001,-88.88975064799999,"(30.3959386810001, -88.88975064799999)"
VIDANT BERTIE HOSPITAL,1403 SOUTH KING STREET,WINDSOR,NC,27983,35.988647545,-76.92824948899991,"(35.988647545, -76.92824948899991)"
NOVANT HEALTH THOMASVILLE MEDICAL CENTER,207 OLD LEXINGTON ROAD,THOMASVILLE,NC,27360,35.879885118000104,-80.11147956399999,"(35.879885118000104, -80.11147956399999)"
VIDANT CHOWAN HOSPITAL,211 VIRGINIA ROAD,EDENTON,NC,27932,36.069979282000105,-76.611203527,"(36.069979282000105, -76.611203527)"
DUKE REGIONAL HOSPITAL,3643 NORTH ROXBORO RD,DURHAM,NC,27704,36.0367935940001,-78.900254542,"(36.0367935940001, -78.900254542)"
CAROLINAS MEDICAL CENTER,1000 BLYTHE BOULEVARD,CHARLOTTE,NC,28232,35.203899886,-80.838901796,"(35.203899886, -80.838901796)"
KINDRED HOSPITAL - GREENSBORO,2401 SOUTHSIDE BLVD,GREENSBORO,NC,27406,36.0492638260001,-79.77036502399991,"(36.0492638260001, -79.77036502399991)"
WILSON MEDICAL CENTER,1705 TARBORO ST. SW,WILSON,NC,27893,35.71855867,-77.943813092,"(35.71855867, -77.943813092)"
YADKIN VALLEY COMMUNITY HOSPITAL,624 WEST MAIN ST,YADKINVILLE,NC,27055,36.135283916999995,-80.67112547800001,"(36.135283916999995, -80.67112547800001)"
"TRANSYLVANIA COMMUNITY HOSPITAL, INC. AND BRIDGEWAY",P O BOX 1116,BREVARD,NC,28712,35.2561391040001,-82.711910288,"(35.2561391040001, -82.711910288)"
SWAIN COMMUNITY HOSPITAL,45 PLATEAU ST,BRYSON CITY,NC,28713,35.4344854930001,-83.444792568,"(35.4344854930001, -83.444792568)"
LIFEBRITE COMMUNITY HOSPITAL OF STOKES,1570 NC 8 & 89 HWY NORTH,DANBURY,NC,27016,36.4180679990001,-80.231076209,"(36.4180679990001, -80.231076209)"
COLUMBUS REGIONAL HEALTHCARE SYSTEM,500 JEFFERSON ST,WHITEVILLE,NC,28472,34.337734293000004,-78.694124088,"(34.337734293000004, -78.694124088)"
SANFORD BISMARCK,300 N 7TH ST,BISMARCK,ND,58506,46.8079462270001,-100.782338501,"(46.8079462270001, -100.782338501)"
ESSENTIA HEALTH-FARGO,3000 32ND AVE SOUTH,FARGO,ND,58104,46.83148799,-96.82750545200001,"(46.83148799, -96.82750545200001)"
TRINITY HOSPITALS,1 W BURDICK EXPY,MINOT,ND,58701,48.232225962,-101.294085299,"(48.232225962, -101.294085299)"
SANFORD MEDICAL CENTER FARGO,801 BROADWAY NORTH,FARGO,ND,58122,46.884944485000105,-96.786054845,"(46.884944485000105, -96.786054845)"
"MILLARD FAMILY HOSPITAL, LLC DBA MILLARD FAMILY HOSPITAL",14404 STONEY BROOK BLVD,OMAHA,NE,68137,41.1987269640001,-96.14001441799999,"(41.1987269640001, -96.14001441799999)"
SELECT SPECIALTY HOSPITAL - ORLANDO SOUTH,5579 S ORANGE AVE,ORLANDO,FL,32809,28.4773875010001,-81.3701752269999,"(28.4773875010001, -81.3701752269999)"
ADVENTHEALTH WINTER PARK MEMORIAL HOSPITAL,200 N LAKEMONT AVE,WINTER PARK,FL,32792,28.5986447920001,-81.326911138,"(28.5986447920001, -81.326911138)"
WELLINGTON REGIONAL MEDICAL CENTER,10101 FOREST HILL BLVD,WELLINGTON,FL,33414,26.651662176000098,-80.20506363199999,"(26.651662176000098, -80.20506363199999)"
BAYFRONT HEALTH ST PETERSBURG,701 6TH ST S,SAINT PETERSBURG,FL,33701,27.7634206110001,-82.6420818679999,"(27.7634206110001, -82.6420818679999)"
NORTHSIDE HOSPITAL,6000 49TH ST N,SAINT PETERSBURG,FL,33709,27.825559596000097,-82.702111988,"(27.825559596000097, -82.702111988)"
H LEE MOFFITT CANCER CTR & RESEARCH INST,12902 MAGNOLIA DR,TAMPA,FL,33612,28.064098716999997,-82.421308026,"(28.064098716999997, -82.421308026)"
KINDRED HOSPITAL-CENTRAL TAMPA,4801 N HOWARD AVE,TAMPA,FL,33603,27.989140739,-82.481608504,"(27.989140739, -82.481608504)"
SOUTH BAY HOSPITAL,4016 SUN CITY CENTER BLVD,SUN CITY CENTER,FL,33573,27.713551127000102,-82.365391411,"(27.713551127000102, -82.365391411)"
OAK HILL HOSPITAL,11375 CORTEZ BLVD,BROOKSVILLE,FL,34613,28.5362240580001,-82.534096049,"(28.5362240580001, -82.534096049)"
DOCTORS MEMORIAL HOSPITAL,333 N BYRON BUTLER PKWY,PERRY,FL,32348,30.1201216430001,-83.593322139,"(30.1201216430001, -83.593322139)"
ENGLEWOOD COMMUNITY HOSPITAL,700 MEDICAL BLVD,ENGLEWOOD,FL,34223,26.9502084480001,-82.326606469,"(26.9502084480001, -82.326606469)"
VENICE REGIONAL MEDICAL CENTER,540 THE RIALTO,VENICE,FL,34285,27.0911641600001,-82.445089178,"(27.0911641600001, -82.445089178)"
ADVENTHEALTH ALTAMONTE SPRINGS,601 E ALTAMONTE DR,ALTAMONTE SPRINGS,FL,32701,28.665379482,-81.370158392,"(28.665379482, -81.370158392)"
LAWNWOOD REGIONAL MEDICAL CENTER & HEART,1700 S 23RD ST,FORT PIERCE,FL,34950,27.431969733000102,-80.34571830999991,"(27.431969733000102, -80.34571830999991)"
"THE VILLAGES REGIONAL HOSPITAL, THE",1451 EL CAMINO REAL,THE VILLAGES,FL,32159,28.950158779000002,-81.958335351,"(28.950158779000002, -81.958335351)"
FLAGLER HOSPITAL,400 HEALTH PARK BLVD,SAINT AUGUSTINE,FL,32086,29.86302203,-81.31709583,"(29.86302203, -81.31709583)"
ADVENTHEALTH NEW SMYRNA,401 PALMETTO ST,NEW SMYRNA BEACH,FL,32168,29.0202914710001,-80.921859576,"(29.0202914710001, -80.921859576)"
ADVENTHEALTH ZEPHYRHILLS,7050 GALL BLVD,ZEPHYRHILLS,FL,33541,28.261501473000102,-82.185313218,"(28.261501473000102, -82.185313218)"
MEDICAL CENTER OF TRINITY,9330 FL-54,TRINITY,FL,34655,28.2039334180001,-82.660060587,"(28.2039334180001, -82.660060587)"
VIERA HOSPITAL,8745 N WICKHAM RD,MELBOURNE,FL,32940,28.227967876999998,-80.729332052,"(28.227967876999998, -80.729332052)"
SHANDS HOSPITAL,1600 SW ARCHER RD,GAINESVILLE,FL,32610,29.639990133,-82.342864823,"(29.639990133, -82.342864823)"
MEMORIAL HOSPITAL PEMBROKE,7800 SHERIDAN ST,PEMBROKE PINES,FL,33024,26.029793102,-80.245584816,"(26.029793102, -80.245584816)"
FLORIDA STATE HOSPITAL NORTH SHORE MEDICAL CENTER - FMC CAMPUS,5000 W OAKLAND PARK BLVD,LAUDERDALE LAKES,FL,33313,26.163367454,-80.21857889599991,"(26.163367454, -80.21857889599991)"
BAYFRONT HEALTH SEVEN RIVERS,6201 N SUNCOAST BLVD,CRYSTAL RIVER,FL,34428,28.9519580530001,-82.624502738,"(28.9519580530001, -82.624502738)"
BAPTIST HOSPITAL OF MIAMI,8900 N KENDALL DR,MIAMI,FL,33176,25.684430047,-80.338801862,"(25.684430047, -80.338801862)"
DOUGLAS GARDENS HOSPITAL,5200 NE 2ND AVE,MIAMI,FL,33137,25.822828162000103,-80.19244652100001,"(25.822828162000103, -80.19244652100001)"
LIMA MEMORIAL HEALTH SYSTEM,1001 BELLEFONTAINE AVENUE,LIMA,OH,45804,40.7357455980001,-84.085958419,"(40.7357455980001, -84.085958419)"
PALMETTO GENERAL HOSPITAL,2001 W 68TH ST,HIALEAH,FL,33016,25.885766892,-80.3263609749999,"(25.885766892, -80.3263609749999)"
WEST KENDALL BAPTIST HOSPITAL,9555 SW 162 AVE,MIAMI,FL,33196,25.6781657710001,-80.4559557649999,"(25.6781657710001, -80.4559557649999)"
