FID,NAME,CITY,STATE,COUNTY,LATITUDE,LONGITUDE,TYPE
3852,LANAI COMMUNITY HOSPITAL,LANAI CITY,HI,MAUI,20.82614245,-156.9178958,SPECIAL
3853,LEAHI HOSPITAL,HONOLULU,HI,HONOLULU,21.27325508,-157.80149340000003,SPECIAL
3854,REHABILITATION HOSPITAL OF THE PACIFIC,HONOLULU,HI,HONOLULU,21.32141338,-157.8544936,REHABILITATION
3855,METHODIST REHABILITATION HOSPITAL,DALLAS,TX,DALLAS,32.64633778,-96.87102402,REHABILITATION
3856,MESQUITE REHABILITATION HOSPITAL,MESQUITE,TX,DALLAS,32.7784212,-96.59849193,REHABILITATION
3857,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF PLANO,PLANO,TX,COLLIN,33.01842055,-96.74824313,REHABILITATION
3858,ENCOMPASS HEALTH REHABILITATION HOSPITAL RICHARDSON,RICHARDSON,TX,DALLAS,32.99798275,-96.75493758,REHABILITATION
3859,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SAN ANTONIO,SAN ANTONIO,TX,BEXAR,29.52726915,-98.58412986,REHABILITATION
3860,ENCOMPASS HEALTH REHABILITATION HOSPITAL VISION PARK,SHENANDOAH,TX,MONTGOMERY,30.18993839,-95.45850831,REHABILITATION
3861,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF SUGERLAND,SUGAR LAND,TX,FORT BEND,29.60439957,-95.63326382,REHABILITATION
3862,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF TEXARKANA,TEXARKANA,TX,BOWIE,33.43007747,-94.04822781,REHABILITATION
3863,WESLACO REHABILITATION HOSPITAL,WESLACO,TX,HIDALGO,26.1510039,-97.97707053,REHABILITATION
3864,ENCOMPASS HEALTH REHABILITATION HOSPITAL OF AUSTIN,AUSTIN,TX,TRAVIS,30.22571366,-97.76632301,REHABILITATION
3865,NEW BRAUNFELS REGIONAL REHABILITATION HOSPITAL,NEW BRAUNFELS,TX,COMAL,29.73513973,-98.0951514,REHABILITATION
3866,WARM SPRINGS REHABILITATION HOSPITAL OF WESTOVER HILLS,SAN ANTONIO,TX,BEXAR,29.45190785,-98.68457631,REHABILITATION
3867,PAM REHABILITATION HOSPITAL OF CLEAR LAKE,WEBSTER,TX,HARRIS,29.54327694,-95.12004858,REHABILITATION
3868,LAREDO REHABILITATION HOSPITAL,LAREDO,TX,WEBB,27.533897200000002,-99.47366602,REHABILITATION
3869,FIRST STREET HOSPITAL,BELLAIRE,TX,HARRIS,29.709977399999996,-95.4626713,SPECIAL
3870,USMD HOSPITAL AT FORT WORTH,FORT WORTH,TX,TARRANT,32.64653072,-97.41869014,SPECIAL
3871,TOPS SURGICAL SPECIALTY HOSPITAL,HOUSTON,TX,HARRIS,30.018895699999998,-95.44394499,SPECIAL
3872,BAYLOR SCOTT AND WHITE TEXAS SPINE AND JOINT HOSPITAL,TYLER,TX,SMITH,32.32915158,-95.29852291,SPECIAL
3873,WOMEN'S HOSPITAL AT RENAISSANCE,EDINBURG,TX,HIDALGO,26.25267437,-98.20309755,WOMEN
3874,GREENE COUNTY HOSPITAL,EUTAW,AL,GREENE,32.84324894,-87.89048348,GENERAL ACUTE CARE
3875,NORTH ALABAMA REGIONAL HOSPITAL,DECATUR,AL,MORGAN,34.5216167,-86.96702901,PSYCHIATRIC
3876,BAPTIST MEDICAL CENTER - PRINCETON,BIRMINGHAM,AL,JEFFERSON,33.49800653,-86.84718778,GENERAL ACUTE CARE
3877,GEORGIANA MEDICAL CENTER,GEORGIANA,AL,BUTLER,31.63632159,-86.74307505,GENERAL ACUTE CARE
3878,REGIONAL HEALTH SERVICES OF HOWARD COUNTY,CRESCO,IA,HOWARD,43.38137658,-92.1179944,CRITICAL ACCESS
3879,BINGHAM MEMORIAL HOSPITAL,BLACKFOOT,ID,BINGHAM,43.19323972,-112.3468313,GENERAL ACUTE CARE
3880,NORTHERN IDAHO ADVANCED CARE HOSPITAL,POST FALLS,ID,KOOTENAI,47.71345693,-116.90386570000001,LONG TERM CARE
3881,REHABILITATION HOSPITAL OF THE NORTHWEST,POST FALLS,ID,KOOTENAI,47.71294297,-116.90200970000001,REHABILITATION
3882,SACRED HEART HOSPITAL,CHICAGO,IL,COOK,41.89062151,-87.70787847,GENERAL ACUTE CARE
3883,PRESENCE CHICAGO HOSPITALS NETWORK DBA PRESENCE SAINT ELIZABETH HOSPITAL,CHICAGO,IL,COOK,41.90758558,-87.68631009999999,GENERAL ACUTE CARE
3884,PIPELINE WESS MEMORIAL HOSPITAL DBA LOUIS A WEISS MEMORIAL HOSPITAL,CHICAGO,IL,COOK,41.96646835,-87.64962681,GENERAL ACUTE CARE
3885,GRANITE CITY ILLINOIS HOSPITAL COMPANY GATEWAY REGIONAL MEDICAL CENTER,GRANITE CITY,IL,MADISON,38.70066032,-90.14367497,GENERAL ACUTE CARE
3886,ST JOSEPH'S HOSPITAL,HIGHLAND,IL,MADISON,38.74120324,-89.67204471,CRITICAL ACCESS
3887,OSF SAINT LUKE MEDICAL CENTER,KEWANEE,IL,HENRY,41.22083682,-89.94699282,CRITICAL ACCESS
3888,FALLBROOK HOSPITAL DISTRICT,FALLBROOK,CA,SAN DIEGO,33.38081195,-117.2445588,GENERAL ACUTE CARE
3889,AURORA VISTA DEL MAR HOSPITAL,VENTURA,CA,VENTURA,34.30776435,-119.2836635,PSYCHIATRIC
3890,LOS ROBLES HOSPITAL & MEDICAL CENTER,THOUSAND OAKS,CA,VENTURA,34.20797051,-118.8828949,GENERAL ACUTE CARE
3891,NORTH BAY VACAVALLEY HOSPITAL,VACAVILLE,CA,SOLANO,38.35579706,-121.95174899999999,GENERAL ACUTE CARE
3892,QUEEN OF THE VALLEY HOSPITAL - NAPA,NAPA,CA,NAPA,38.32450327,-122.2970568,GENERAL ACUTE CARE
3893,ALAMEDA HOSPITAL,ALAMEDA,CA,ALAMEDA,37.76279436,-122.2542136,GENERAL ACUTE CARE
3894,WASHINGTON HOSPITAL - FREMONT,FREMONT,CA,ALAMEDA,37.55728288,-121.97980840000001,GENERAL ACUTE CARE
3895,CENTINELA HOSPITAL MEDICAL CENTER,INGLEWOOD,CA,LOS ANGELES,33.95044443,-118.34823600000001,GENERAL ACUTE CARE
3896,COLLEGE HOSPITAL,CERRITOS,CA,LOS ANGELES,33.88433527,-118.10294669999999,PSYCHIATRIC
3897,PEAK VIEW BEHAVIORAL HEALTH,COLORADO SPRINGS,CO,EL PASO,38.91071383,-104.7897384,PSYCHIATRIC
3898,ST VINCENT GENERAL HOSPITAL DISTRICT,LEADVILLE,CO,LAKE,39.24499904,-106.303453,CRITICAL ACCESS
3899,WEISBROD MEMORIAL COUNTY HOSPITAL,EADS,CO,KIOWA,38.48031973,-102.78486740000001,GENERAL ACUTE CARE
3900,GREATER EL MONTE COMMUNITY HOSPITAL,SOUTH EL MONTE,CA,LOS ANGELES,34.04803528,-118.0432949,GENERAL ACUTE CARE
3901,LAC+USC MEDICAL CENTER,LOS ANGELES,CA,LOS ANGELES,34.05956159,-118.20835659999999,GENERAL ACUTE CARE
3902,RONALD REAGAN UCLA MEDICAL CENTER,LOS ANGELES,CA,LOS ANGELES,34.06655438,-118.44662509999999,GENERAL ACUTE CARE
3903,DESERT REGIONAL MEDICAL CENTER,PALM SPRINGS,CA,RIVERSIDE,33.83866785,-116.54345359999998,GENERAL ACUTE CARE
3904,RIVERSIDE COMMUNITY HOSPITAL,RIVERSIDE,CA,RIVERSIDE,33.97655423,-117.38098889999999,GENERAL ACUTE CARE
3905,RIVERSIDE COUNTY REGIONAL MEDICAL CENTER,MORENO VALLEY,CA,RIVERSIDE,33.91191123,-117.1958298,GENERAL ACUTE CARE
3906,SOUTHWEST HEALTHCARE SYSTEM-MURRIETA,MURRIETA,CA,RIVERSIDE,33.55877691,-117.18406780000001,GENERAL ACUTE CARE
3907,SOUTHWEST HEALTHCARE SYSTEM-WILDOMAR,WILDOMAR,CA,RIVERSIDE,33.59168162,-117.23760109999999,GENERAL ACUTE CARE
3908,SAN MATEO MEDICAL CENTER,SAN MATEO,CA,SAN MATEO,37.53114656,-122.29949479999999,GENERAL ACUTE CARE
3909,SHASTA REGIONAL MEDICAL CENTER,REDDING,CA,SHASTA,40.58563182,-122.3878683,GENERAL ACUTE CARE
3910,NORTHERN INYO HOSPITAL,BISHOP,CA,INYO,37.36206187,-118.40623980000001,GENERAL ACUTE CARE
3911,MARIN GENERAL HOSPITAL,GREENBRAE,CA,MARIN,37.94725336,-122.53585890000002,GENERAL ACUTE CARE
3912,MARIE GREEN PSYCHIATRIC CENTER - P H F,MERCED,CA,MERCED,37.29378408,-120.4734747,PSYCHIATRIC
3913,COMMUNITY BEHAVIORAL HEALTH CENTER,FRESNO,CA,FRESNO,36.84040123,-119.75766229999999,GENERAL ACUTE CARE
3914,KERN MEDICAL CENTER,BAKERSFIELD,CA,KERN,35.38249885,-118.96977369999999,GENERAL ACUTE CARE
3915,KERN VALLEY HEALTHCARE DISTRICT,LAKE ISABELLA,CA,KERN,35.6350283,-118.40699170000002,GENERAL ACUTE CARE
3916,ADVANTIST HEALTH BAKERSFIELD,BAKERSFIELD,CA,KERN,35.38339964,-119.02052379999999,GENERAL ACUTE CARE
3917,MAD RIVER COMMUNITY HOSPITAL,ARCATA,CA,HUMBOLDT,40.89605659,-124.0911892,GENERAL ACUTE CARE
3918,SEMPERVIRENS P.H.F.,EUREKA,CA,HUMBOLDT,40.78071655,-124.1606002,PSYCHIATRIC
3919,EL CENTRO REGIONAL MEDICAL CENTER,EL CENTRO,CA,IMPERIAL,32.78043468,-115.5687283,GENERAL ACUTE CARE
3920,PIONEERS MEMORIAL HOSPITAL,BRAWLEY,CA,IMPERIAL,32.95909297,-115.5537987,GENERAL ACUTE CARE
3921,NATIVIDAD MEDICAL CENTER,SALINAS,CA,MONTEREY,36.69851657,-121.6305903,GENERAL ACUTE CARE
3922,COLLEGE HOSPITAL COSTA MESA,COSTA MESA,CA,ORANGE,33.65185454,-117.91185209999999,GENERAL ACUTE CARE
3923,FOUNTAIN VALLEY RGNL HOSP AND MED CTR - WARNER,FOUNTAIN VALLEY,CA,ORANGE,33.71466444,-117.9345479,GENERAL ACUTE CARE
3924,NEWPORT BAY HOSPITAL,NEWPORT BEACH,CA,ORANGE,33.62228516,-117.9075358,PSYCHIATRIC
3925,ANAHEIM GLOBAL MEDICAL CENTER,ANAHEIM,CA,ORANGE,33.81973326,-117.90935520000001,GENERAL ACUTE CARE
3926,DOCTORS MEDICAL CENTER,MODESTO,CA,STANISLAUS,37.665147600000005,-120.9970207,GENERAL ACUTE CARE
3927,NORTH VALLEY BEHAVIORAL HEALTH,YUBA CITY,CA,SUTTER,39.15360363,-121.6175496,PSYCHIATRIC
3928,SIERRA VIEW DISTRICT HOSPITAL,PORTERVILLE,CA,TULARE,36.06853717,-119.0273604,GENERAL ACUTE CARE
3929,GRADY GENERAL HOSPITAL,CAIRO,GA,GRADY,30.8637239,-84.19908623,GENERAL ACUTE CARE
3930,PEACH REGIONAL MEDICAL CENTER,FORT VALLEY,GA,PEACH,32.56664161,-83.87819738,GENERAL ACUTE CARE
3931,WASHINGTON COUNTY REGIONAL MEDICAL CENTER,SANDERSVILLE,GA,WASHINGTON,32.99585948,-82.80411552,GENERAL ACUTE CARE
3932,WELLSTAR ATLANTA MEDICAL CENTER,ATLANTA,GA,FULTON,33.76295,-84.37339,GENERAL ACUTE CARE
3933,HIGHLANDS BEHAVIORAL HEALTH SYSTEM,LITTLETON,CO,DOUGLAS,39.5627578,-104.9076731,PSYCHIATRIC
3934,SPALDING REHABILITATION HOSPITAL,AURORA,CO,ARAPAHOE,39.73102996,-104.8274728,REHABILITATION
3935,VIBRA LONG TERM ACUTE CARE HOSPITAL,THORNTON,CO,ADAMS,39.85016211,-104.97991129999998,LONG TERM CARE
3936,EFFINGHAM HOSPITAL,SPRINGFIELD,GA,EFFINGHAM,32.36383517,-81.32091296,GENERAL ACUTE CARE
3937,ELBERT MEMORIAL HOSPITAL,ELBERTON,GA,ELBERT,34.11339324,-82.8749545,GENERAL ACUTE CARE
3938,EMANUEL MEDICAL CENTER,SWAINSBORO,GA,EMANUEL,32.59249776,-82.34780425,GENERAL ACUTE CARE
3939,REDMOND REGIONAL MEDICAL CENTER,ROME,GA,FLOYD,34.27679339,-85.19492929,GENERAL ACUTE CARE
3940,RIVER VISTA HEALTH AND WELLNESS LLC,COLUMBUS,OH,FRANKLIN,39.93556583,-82.94323078,PSYCHIATRIC
3941,MORGAN MEMORIAL HOSPITAL,MADISON,GA,MORGAN,33.58493524,-83.48056681,CRITICAL ACCESS
3942,WEST CENTRAL GEORGIA REGIONAL HOSPITAL,COLUMBUS,GA,MUSCOGEE,32.49019081,-84.86855759999999,PSYCHIATRIC
3943,UNIVERSITY HEALTH CARE SYSTEM,AUGUSTA,GA,RICHMOND,33.47068485,-81.98251057,GENERAL ACUTE CARE
3944,LAKE BRIDGE BEHAVIORAL HEALTH SYSTEM,MACON,GA,BIBB,32.89557107,-83.68259834,PSYCHIATRIC
3945,FLINT RIVER COMMUNITY HOSPITAL,MONTEZUMA,GA,MACON,32.29498489,-84.03075419,GENERAL ACUTE CARE
3946,GREENLEAF CENTER,VALDOSTA,GA,LOWNDES,30.86015739,-83.25913322,PSYCHIATRIC
3947,"PENDER MEMORIAL HOSPITAL, INC.",BURGAW,NC,PENDER,34.55066755,-77.91987507,GENERAL ACUTE CARE
3948,WOODLANDS PSYCHIATRIC HEALTH FACILITY,GEYSERVILLE,CA,SONOMA,38.75080364,-122.9140238,PSYCHIATRIC
3949,BHC STREAMWOOD HOSPITAL BEHAVIORAL HEALTH CENTER,STREAMWOOD,IL,COOK,42.00930884,-88.15101744,PSYCHIATRIC
3950,WAUKEGAN ILLINOIS HOSPITAL CO LLC DBA VISTA MEDICAL CENTER EAST,WAUKEGAN,IL,LAKE,42.37835919,-87.83236648,GENERAL ACUTE CARE
3951,9TH MEDICAL GROUP,BEALE AFB,CA,YUBA,39.11515208,-121.3415883,MILITARY
3952,PREVOST MEMORIAL HOSPITAL,DONALDSONVILLE,LA,ASCENSION,30.08873891,-91.00272191,GENERAL ACUTE CARE
3953,TECHE REGIONAL MEDICAL CENTER,MORGAN CITY,LA,ST. MARY,29.70862994,-91.20087854,GENERAL ACUTE CARE
3954,LEONARD J. CHABERT MEDICAL CENTER,HOUMA,LA,TERREBONNE,29.56985347,-90.68848926,GENERAL ACUTE CARE
3955,ABBEVILLE GENERAL HOSPITAL,ABBEVILLE,LA,VERMILION,29.97366564,-92.10769899,GENERAL ACUTE CARE
3956,ST. CHARLES PARISH HOSPITAL,LULING,LA,ST. CHARLES,29.92391394,-90.37069157,GENERAL ACUTE CARE
3957,CORNERSTONE HOSPITAL OF WEST MONROE,WEST MONROE,LA,OUACHITA,32.51606686,-92.2044454,LONG TERM CARE
3958,GLENWOOD REGIONAL MEDICAL CENTER,WEST MONROE,LA,OUACHITA,32.51270693,-92.15640505,GENERAL ACUTE CARE
3959,OPTIMA SPECIALTY HOSPITAL,LAFAYETTE,LA,LAFAYETTE,30.18519797,-92.08967241,GENERAL ACUTE CARE
3960,OCEANS BEHAVIORAL HOSPITAL OF ALEXANDRIA,ALEXANDRIA,LA,RAPIDES,31.32367442,-92.47982087,PSYCHIATRIC
3961,RAPIDES REGIONAL MEDICAL CENTER,ALEXANDRIA,LA,RAPIDES,31.31508121,-92.4496687,GENERAL ACUTE CARE
3962,GREEN CLINIC SURGICAL HOSPITAL,RUSTON,LA,LINCOLN,32.51670867,-92.63204688,GENERAL ACUTE CARE
3963,FRANKLIN MEDICAL CENTER,WINNSBORO,LA,FRANKLIN,32.158730600000005,-91.70680807,GENERAL ACUTE CARE
3964,MERCY REGIONAL MEDICAL CENTER,VILLE PLATTE,LA,EVANGELINE,30.68222525,-92.26624608,GENERAL ACUTE CARE
3965,WEST FELICIANA PARISH HOSPITAL,SAINT FRANCISVILLE,LA,WEST FELICIANA,30.78371481,-91.36667285,GENERAL ACUTE CARE
3966,CORNERSTONE HOSPITAL OF BOSSIER CITY,BOSSIER CITY,LA,BOSSIER,32.46055955,-93.66961694,LONG TERM CARE
3967,BYRD REGIONAL HOSPITAL,LEESVILLE,LA,VERNON,31.13867128,-93.26908767,GENERAL ACUTE CARE
3968,LEESVILLE REHABILITATION HOSPITAL,LEESVILLE,LA,VERNON,31.13582316,-93.26657607,REHABILITATION
3969,SABINE MEDICAL CENTER,MANY,LA,SABINE,31.5603097,-93.47144539,GENERAL ACUTE CARE
3970,SAGE SPECIALTY HOSPITAL,DENHAM SPRINGS,LA,LIVINGSTON,30.48438553,-90.91857941,LONG TERM CARE
3971,PHOENIX BEHAVIORAL HOSPITAL,RAYNE,LA,ACADIA,30.23155481,-92.34445729,GENERAL ACUTE CARE
3972,LAKEVIEW REGIONAL MEDICAL CENTER,COVINGTON,LA,ST. TAMMANY,30.41108257,-90.08074583,GENERAL ACUTE CARE
3973,SLIDELL MEMORIAL HOSPITAL,SLIDELL,LA,ST. TAMMANY,30.28401997,-89.76972395,GENERAL ACUTE CARE
3974,AURORA BAYCARE MED CTR,GREEN BAY,WI,BROWN,44.4749559,-87.94088086,GENERAL ACUTE CARE
3975,NORTH OAKS REHABILITATION HOSPITAL,HAMMOND,LA,TANGIPAHOA,30.48393746,-90.48455628,REHABILITATION
3976,OCEANS BEHAVIORAL HOSPITAL OF BATON ROUGE,BATON ROUGE,LA,EAST BATON ROUGE,30.45891443,-91.06122640000001,GENERAL ACUTE CARE
3977,OCEANS BEHAVIORAL HOSPITAL OF LAKE CHARLES,LAKE CHARLES,LA,CALCASIEU,30.17646012,-93.22295899,PSYCHIATRIC
3978,WEST CALCASIEU CAMERON HOSPITAL,SULPHUR,LA,CALCASIEU,30.23025355,-93.3686749,GENERAL ACUTE CARE
3979,BRENTWOOD HOSPITAL,SHREVEPORT,LA,CADDO,32.50247462,-93.73964358,PSYCHIATRIC
3980,SELECT SPECIALTY HOSPITAL MADISON,MADISON,WI,DANE,43.06593344,-89.39938339,LONG TERM CARE
3981,SELECT SPECIALTY HSPTL MILWAUKEE,WEST ALLIS,WI,MILWAUKEE,43.00205081,-88.02376861,LONG TERM CARE
3982,BARSTOW COMMUNITY HOSPITAL,BARSTOW,CA,SAN BERNARDINO,34.89382649,-117.0189018,GENERAL ACUTE CARE
3983,CHINO VALLEY MEDICAL CENTER,CHINO,CA,SAN BERNARDINO,34.025687899999994,-117.68602549999999,GENERAL ACUTE CARE
3984,DESERT VALLEY HOSPITAL,VICTORVILLE,CA,SAN BERNARDINO,34.47240194,-117.29815819999999,GENERAL ACUTE CARE
3985,KINDRED HOSPITAL ONTARIO,ONTARIO,CA,SAN BERNARDINO,34.06917586,-117.6424793,GENERAL ACUTE CARE
3986,AURORA SAN DIEGO,SAN DIEGO,CA,SAN DIEGO,32.99118313,-117.07531759999999,PSYCHIATRIC
3987,PROMISE HOSPITAL OF SAN DIEGO,SAN DIEGO,CA,SAN DIEGO,32.74944563,-117.07663219999999,LONG TERM CARE
3988,SAN DIEGO COUNTY PSYCHIATRIC HOSPITAL,SAN DIEGO,CA,SAN DIEGO,32.75367809,-117.2020656,PSYCHIATRIC
3989,SAN LUIS OBISPO CO PSYCHIATRIC HEALTH FACILITY,SAN LUIS OBISPO,CA,SAN LUIS OBISPO,35.27566032,-120.64679070000001,PSYCHIATRIC
3990,VENTURA COUNTY MEDICAL CENTER,VENTURA,CA,VENTURA,34.2773502,-119.2521337,GENERAL ACUTE CARE
3991,HIGHLAND HOSPITAL,OAKLAND,CA,ALAMEDA,37.79880162,-122.2311956,GENERAL ACUTE CARE
3992,FREMONT HOSPITAL,FREMONT,CA,ALAMEDA,37.5466295,-121.97964309999999,PSYCHIATRIC
3993,TELECARE HERITAGE PSYCHIATRIC HEALTH FACILITY,OAKLAND,CA,ALAMEDA,37.79069713,-122.2221838,PSYCHIATRIC
3994,TELECARE WILLOW ROCK CENTER,ALAMEDA,CA,ALAMEDA,37.70941003,-122.1185459,PSYCHIATRIC
3995,ANTELOPE VALLEY HOSPITAL,LANCASTER,CA,LOS ANGELES,34.68826898,-118.158826,GENERAL ACUTE CARE
3996,AURORA CHARTER OAK,COVINA,CA,LOS ANGELES,34.09980534,-117.86647859999998,PSYCHIATRIC
3997,DEL AMO HOSPITAL,TORRANCE,CA,LOS ANGELES,33.81026999,-118.3435175,PSYCHIATRIC
3998,ENCINO HOSPITAL MEDICAL CENTER,ENCINO,CA,LOS ANGELES,34.1572271,-118.48702420000001,GENERAL ACUTE CARE
3999,HOLLYWOOD PRESBYTERIAN MEDICAL CENTER,LOS ANGELES,CA,LOS ANGELES,34.09645102,-118.29047050000001,GENERAL ACUTE CARE
4000,KINDRED HOSPITAL - SAN GABRIEL VALLEY,WEST COVINA,CA,LOS ANGELES,34.087191600000004,-117.91725120000001,GENERAL ACUTE CARE
4001,LAC/HARBOR-UCLA MEDICAL CENTER,TORRANCE,CA,LOS ANGELES,33.83047377,-118.2917138,GENERAL ACUTE CARE
4002,SANTA CLARA VALLEY MEDICAL CENTER,SAN JOSE,CA,SANTA CLARA,37.31288953,-121.9329627,GENERAL ACUTE CARE
4003,HEALTHSOUTH BAKERSFIELD REHABILITATION HOSPITAL,BAKERSFIELD,CA,KERN,35.3671915,-119.0576718,GENERAL ACUTE CARE
4004,EASTERN PLUMAS HOSPITAL-PORTOLA CAMPUS,PORTOLA,CA,PLUMAS,39.80555052,-120.4628101,GENERAL ACUTE CARE
4005,PLUMAS DISTRICT HOSPITAL,QUINCY,CA,PLUMAS,39.93972896,-120.9617003,GENERAL ACUTE CARE
4006,SENECA HEALTHCARE DISTRICT,CHESTER,CA,PLUMAS,40.30576261,-121.2347675,GENERAL ACUTE CARE
4007,TAHOE FOREST HOSPITAL,TRUCKEE,CA,NEVADA,39.32510738,-120.2007733,GENERAL ACUTE CARE
4008,HUNTINGTON BEACH HOSPITAL,HUNTINGTON BEACH,CA,ORANGE,33.70331242,-117.9878585,GENERAL ACUTE CARE
4009,PLACENTIA LINDA HOSPITAL,PLACENTIA,CA,ORANGE,33.88705175,-117.8432048,GENERAL ACUTE CARE
4010,ORANGE COUNTY GLOBAL MEDICAL CENTER,SANTA ANA,CA,ORANGE,33.75438381,-117.8334228,GENERAL ACUTE CARE
4011,KAWEAH DELTA MEDICAL CENTER,VISALIA,CA,TULARE,36.32784292,-119.29510060000001,GENERAL ACUTE CARE
4012,ADVENTIST HEALTH TULARE REGIONAL MEDICAL CENTER,TULARE,CA,TULARE,36.22119576,-119.3386608,GENERAL ACUTE CARE
4013,COASTAL HARBOR TREATMENT CENTER,SAVANNAH,GA,CHATHAM,32.01225143,-81.09558137,PSYCHIATRIC
4014,GEORGIA REGIONAL HOSPITAL,SAVANNAH,GA,CHATHAM,32.00050407,-81.08090851,PSYCHIATRIC
4015,NORTH CAROLINA SPECIALTY HOSPITAL,DURHAM,NC,DURHAM,36.04303607,-78.89699467,GENERAL ACUTE CARE
4016,LAKE NORMAN REGIONAL MEDICAL CENTER,MOORESVILLE,NC,IREDELL,35.54920478,-80.8535723,GENERAL ACUTE CARE
4017,ST VINCENT SETON SPECIALTY HOSPITAL LAFAYETTE,LAFAYETTE,IN,TIPPECANOE,40.42720358,-86.87943557,LONG TERM CARE
4018,NASH GENERAL HOSPITAL,ROCKY MOUNT,NC,NASH,35.97615597,-77.85231081,GENERAL ACUTE CARE
4019,NEW HANOVER REGIONAL MEDICAL CENTER,WILMINGTON,NC,NEW HANOVER,34.20546384,-77.92128482,GENERAL ACUTE CARE
4020,COMMUNITY CARE HOSPITAL,NEW ORLEANS,LA,ORLEANS,29.92603338,-90.09595111,PSYCHIATRIC
4021,SEASIDE BEHAVIORAL CENTER,NEW ORLEANS,LA,ORLEANS,29.91013985,-89.99466536,PSYCHIATRIC
4022,LONGLEAF HOSPITAL,ALEXANDRIA,LA,RAPIDES,31.29197916,-92.50488278,PSYCHIATRIC
4023,ALLEN PARISH HOSPITAL,KINDER,LA,ALLEN,30.49252642,-92.85601726,GENERAL ACUTE CARE
4024,BOGALUSA - AMG SPECIALTY HOSPITAL,BOGALUSA,LA,WASHINGTON,30.77148197,-89.85359085,LONG TERM CARE
4025,"NAVAL HEALTH CLINIC NEW ENGLAND, NEWPORT",NEWPORT,RI,NEWPORT,41.50393052,-71.32179613,GENERAL ACUTE CARE
4027,OCHSNER LSU HEALTH SHREVEPORT,SHREVEPORT,LA,CADDO,32.48073703,-93.76165992,GENERAL ACUTE CARE
4028,WINNEBAGO MENTAL HLTH INSTITUTE,WINNEBAGO,WI,WINNEBAGO,44.07474915,-88.51823742,PSYCHIATRIC
4029,BARSTOW COMMUNITY HOSPITAL,BARSTOW,CA,SAN BERNARDINO,34.89252953,-117.0171935,GENERAL ACUTE CARE
4031,CENTRAL VALLEY SPECIALTY HOSPITAL,MODESTO,CA,STANISLAUS,37.64356628,-120.99090490000002,LONG TERM CARE
4032,FALLBROOK HOSP DISTRICT SKILLED NURSING FACILITY,FALLBROOK,CA,SAN DIEGO,33.37944077,-117.2434998,GENERAL ACUTE CARE
4033,SOUTHERN CALIFORNIA HOSPITAL AT CULVER CITY,CULVER CITY,CA,LOS ANGELES,34.02317952,-118.39698940000001,GENERAL ACUTE CARE
4034,TELECARE STANISLAUS COUNTY PHF,CERES,CA,STANISLAUS,37.60026659,-120.962973,PSYCHIATRIC
4035,BLECKLEY MEMORIAL HOSPITAL,COCHRAN,GA,BLECKLEY,32.38492234,-83.34685487,CRITICAL ACCESS
4036,MENDOTA MENTAL HLTH INSTITUTE,MADISON,WI,DANE,43.13373217,-89.39856894,PSYCHIATRIC
4037,HOUSTON MEDICAL CENTER,WARNER ROBINS,GA,HOUSTON,32.61759391,-83.63093479,GENERAL ACUTE CARE
4038,"NORTHEAST GEORGIA MEDICAL CENTER, INC",GAINESVILLE,GA,HALL,34.30325528,-83.8179282,GENERAL ACUTE CARE
4039,PIEDMONT HENRY HOSPITAL,STOCKBRIDGE,GA,HENRY,33.51033543,-84.22729518,GENERAL ACUTE CARE
4040,PIEDMONT WALTON HOSPITAL INC,MONROE,GA,WALTON,33.79894478,-83.75014125,GENERAL ACUTE CARE
4041,SOUTH GEORGIA MEDICAL CENTER,VALDOSTA,GA,LOWNDES,30.86227044,-83.28647036,GENERAL ACUTE CARE
4042,COLISEUM PSYCHIATRIC HOSPITAL,MACON,GA,BIBB,32.84676841,-83.61814769,PSYCHIATRIC
4043,DODGE COUNTY HOSPITAL,EASTMAN,GA,DODGE,32.18556223,-83.17787676,GENERAL ACUTE CARE
4044,EMORY UNIV HOSPITAL- EMORY UNIV ORTHO,TUCKER,GA,DEKALB,33.8262246,-84.24818414,GENERAL ACUTE CARE
4045,CLINCH MEMORIAL HOSPITAL,HOMERVILLE,GA,CLINCH,31.03410008,-82.76427224,CRITICAL ACCESS
4046,WELLSTAR SPALDING REGIONAL HOSPITAL,GRIFFIN,GA,SPALDING,33.23923023,-84.26769905,GENERAL ACUTE CARE
4047,EMORY UNIVERSITY HOSPITAL MIDTOWN,ATLANTA,GA,FULTON,33.76917466,-84.38673157,GENERAL ACUTE CARE
4048,NORTHSIDE HOSPITAL DULUTH,DULUTH,GA,GWINNETT,33.99972206,-84.16342505,GENERAL ACUTE CARE
4049,HUGHES SPALDING CHILDREN'S HOSPITAL,ATLANTA,GA,DEKALB,33.83179232,-84.33033332,CHILDREN
4050,NAVICENT HEALTH BALDWIN,MILLEDGEVILLE,GA,BALDWIN,33.08943825,-83.24584144,GENERAL ACUTE CARE
4051,SOUTHEAST GEORGIA HEALTH SYSTEM- BRUNSWICK CAMPUS,BRUNSWICK,GA,GLYNN,31.17508058,-81.48431293,GENERAL ACUTE CARE
