FID,NAME,CITY,STATE,COUNTY,STATUS,TYPE
4334,CORDOVA COMMUNITY MEDICAL CENTER,CORDOVA,AK,VALDEZ-CORDOVA,OPEN,CRITICAL ACCESS
4335,MARIA PARHAM MEDICAL CENTER,HENDERSON,NC,VANCE,OPEN,GENERAL ACUTE CARE
4336,"WATAUGA MEDICAL CENTER, INC.",BOONE,NC,WATAUGA,OPEN,GENERAL ACUTE CARE
4337,NORTHERN HOSPITAL OF SURRY COUNTY,MOUNT AIRY,NC,SURRY,OPEN,GENERAL ACUTE CARE
4338,"HUGH CHATHAM MEMORIAL HOSPITAL, INC.",ELKIN,NC,SURRY,OPEN,GENERAL ACUTE CARE
4339,ALLEGHANY MEMORIAL HOSPITAL,SPARTA,NC,ALLEGHANY,OPEN,GENERAL ACUTE CARE
4340,ALAMANCE REGIONAL MEDICAL CENTER,BURLINGTON,NC,ALAMANCE,OPEN,GENERAL ACUTE CARE
4341,"ASHE MEMORIAL HOSPITAL, INC.",JEFFERSON,NC,ASHE,OPEN,GENERAL ACUTE CARE
4342,ST. LUKE'S HOSPITAL,COLUMBUS,NC,POLK,OPEN,GENERAL ACUTE CARE
4343,CATAWBA VALLEY MEDICAL CENTER,HICKORY,NC,CATAWBA,OPEN,GENERAL ACUTE CARE
4344,SCOTLAND MEMORIAL HOSPITAL AND EDWIN MORGAN CENTER,LAURINBURG,NC,SCOTLAND,OPEN,GENERAL ACUTE CARE
4345,"BLUE RIDGE REGIONAL HOSPITAL, INC",SPRUCE PINE,NC,MITCHELL,OPEN,GENERAL ACUTE CARE
4346,FIRSTHEALTH MONTGOMERY MEMORIAL HOSPITAL,TROY,NC,MONTGOMERY,OPEN,GENERAL ACUTE CARE
4347,THE OUTER BANKS HOSPITAL,NAGS HEAD,NC,DARE,OPEN,GENERAL ACUTE CARE
4348,ONSLOW MEMORIAL HOSPITAL,JACKSONVILLE,NC,ONSLOW,OPEN,GENERAL ACUTE CARE
4349,CRAWLEY MEMORIAL HOSPITAL,SHELBY,NC,CLEVELAND,CLOSED,GENERAL ACUTE CARE
4350,ST ANDREWS HEALTH CENTER - CAH,BOTTINEAU,ND,BOTTINEAU,OPEN,CRITICAL ACCESS
4351,WEST RIVER REGIONAL MEDICAL CENTER-CAH,HETTINGER,ND,ADAMS,OPEN,CRITICAL ACCESS
4352,LINTON HOSPITAL - CAH,LINTON,ND,EMMONS,OPEN,CRITICAL ACCESS
4353,SOUTHWEST HEALTHCARE SERVICES,BOWMAN,ND,BOWMAN,OPEN,CRITICAL ACCESS
4354,VIBRA HOSPITAL OF FARGO,FARGO,ND,CASS,OPEN,LONG TERM CARE
4355,SANFORD MEDICAL CENTER FARGO,FARGO,ND,CASS,OPEN,GENERAL ACUTE CARE
4356,NAVAL HOSPITAL CAMP LEJEUNE,CAMP LEJEUNE,NC,ONSLOW,OPEN,MILITARY
4357,P H S INDIAN HOSP AT BELCOURT-QUENTIN N BURDICK,BELCOURT,ND,ROLETTE,OPEN,GENERAL ACUTE CARE
4358,ST ALOISIUS MEDICAL CENTER,HARVEY,ND,WELLS,OPEN,CRITICAL ACCESS
4359,TRINITY HOSPITAL - SAINT JOSEPHS,MINOT,ND,WARD,OPEN,GENERAL ACUTE CARE
4360,ST JOSEPH'S HOSPITAL AND HEALTH CENTER,DICKINSON,ND,STARK,OPEN,CRITICAL ACCESS
4361,ALTRU SPECIALTY HOSPITAL,GRAND FORKS,ND,GRAND FORKS,OPEN,GENERAL ACUTE CARE
4362,LA PAZ REGIONAL,PARKER,AZ,LA PAZ,OPEN,GENERAL ACUTE CARE
4363,CORE INSTITUTE SPECIALTY HOSPITAL,PHOENIX,AZ,MARICOPA,OPEN,SPECIAL
4364,VALLEY HOSPITAL,PHOENIX,AZ,MARICOPA,OPEN,PSYCHIATRIC
4365,YALE-NEW HAVEN HOSPITAL,NEW HAVEN,CT,NEW HAVEN,OPEN,GENERAL ACUTE CARE
4366,HENRY COUNTY MEMORIAL HOSPITAL,NEW CASTLE,IN,HENRY,OPEN,GENERAL ACUTE CARE
4367,BRYAN MEDICAL CENTER,LINCOLN,NE,LANCASTER,OPEN,GENERAL ACUTE CARE
4368,COMMUNITY HOWARD SPECIALTY HOSPITAL,KOKOMO,IN,HOWARD,OPEN,REHABILITATION
4369,GULF BREEZE HOSPITAL,GULF BREEZE,FL,SANTA ROSA,OPEN,GENERAL ACUTE CARE
4370,CAPITAL REGIONAL MEDICAL CENTER,TALLAHASSEE,FL,LEON,OPEN,GENERAL ACUTE CARE
4371,SELECT SPECIALTY HOSPITAL - TALLAHASSEE,TALLAHASSEE,FL,LEON,OPEN,GENERAL ACUTE CARE
4372,ENCOMPASS HEALTH REHABILITATION INSTITUTE OF TUCSON,TUCSON,AZ,PIMA,OPEN,REHABILITATION
4373,WEST FLORIDA HOSPITAL,PENSACOLA,FL,ESCAMBIA,OPEN,GENERAL ACUTE CARE
4374,BAPTIST MEDICAL CENTER - BEACHES,JACKSONVILLE BEACH,FL,DUVAL,OPEN,GENERAL ACUTE CARE
4375,MAYO CLINIC,JACKSONVILLE,FL,DUVAL,OPEN,GENERAL ACUTE CARE
4376,RIVER POINT BEHAVIORAL HEALTH,JACKSONVILLE,FL,DUVAL,OPEN,PSYCHIATRIC
4377,WEKIVA SPRINGS,JACKSONVILLE,FL,DUVAL,OPEN,PSYCHIATRIC
4378,ASSENSION SACRED HEART HOSPITAL ON EMERALD COAST,MIRAMAR BEACH,FL,WALTON,OPEN,GENERAL ACUTE CARE
4379,CALHOUN-LIBERTY HOSPITAL,BLOUNTSTOWN,FL,CALHOUN,OPEN,GENERAL ACUTE CARE
4380,BAPTIST MEDICAL CENTER - NASSAU,FERNANDINA BEACH,FL,NASSAU,OPEN,GENERAL ACUTE CARE
4381,HALE HO'OLA HAMAKUA,HONOKAA,HI,HAWAII,OPEN,GENERAL ACUTE CARE
4382,BLUE MOUNTAIN HOSPITAL GNADEN HUETTEN,LEHIGHTON,PA,CARBON,OPEN,GENERAL ACUTE CARE
4383,WASHINGTON HOSPITAL,WASHINGTON,PA,WASHINGTON,OPEN,GENERAL ACUTE CARE
4384,WAYNE MEMORIAL HOSPITAL,HONESDALE,PA,WAYNE,OPEN,GENERAL ACUTE CARE
4385,INCLINE VILLAGE HEALTH CENTER,INCLINE VILLAGE,NV,WASHOE,OPEN,GENERAL ACUTE CARE
4386,BUTLER MEMORIAL HOSPITAL,BUTLER,PA,BUTLER,OPEN,GENERAL ACUTE CARE
4387,WERNERSVILLE STATE HOSPITAL,WERNERSVILLE,PA,BERKS,OPEN,PSYCHIATRIC
4388,MEMORIAL HOSPITAL - YORK,YORK,PA,YORK,OPEN,GENERAL ACUTE CARE
4389,TYLER MEMORIAL HOSPITAL,TUNKHANNOCK,PA,WYOMING,OPEN,GENERAL ACUTE CARE
4390,UPMC BEDFORD,EVERETT,PA,BEDFORD,OPEN,GENERAL ACUTE CARE
4391,SELECT SPECIALTY HOSPITAL PITTSBRGH UPMC,PITTSBURGH,PA,ALLEGHENY,OPEN,LONG TERM CARE
4392,MARTIN COUNTY HOSPITAL DISTRICT,STANTON,TX,MARTIN,OPEN,CRITICAL ACCESS
4393,AVERA ST ANTHONY'S HOSPITAL,O'NEILL,NE,HOLT,OPEN,CRITICAL ACCESS
4394,SELECT SPECIALTY HOSPITAL MCKEESPORT,MCKEESPORT,PA,ALLEGHENY,OPEN,LONG TERM CARE
4395,HERITAGE VALLEY SEWICKLEY,SEWICKLEY,PA,ALLEGHENY,OPEN,GENERAL ACUTE CARE
4396,SOUTHWOOD PSYCHIATRIC HOSPITAL,PITTSBURGH,PA,ALLEGHENY,OPEN,PSYCHIATRIC
4397,WESTERN PENNSYLVANIA HOSPITAL,PITTSBURGH,PA,ALLEGHENY,OPEN,GENERAL ACUTE CARE
4398,CLARION PSYCHIATRIC CENTER,CLARION,PA,CLARION,OPEN,PSYCHIATRIC
4399,BERWICK HOSPITAL CENTER,BERWICK,PA,COLUMBIA,OPEN,GENERAL ACUTE CARE
4400,SOUTH LYON MEDICAL CENTER,YERINGTON,NV,LYON,OPEN,GENERAL ACUTE CARE
4401,CHESTNUT HILL HOSPITAL,PHILADELPHIA,PA,PHILADELPHIA,OPEN,GENERAL ACUTE CARE
4402,MAGEE REHABILITATION HOSPITAL,PHILADELPHIA,PA,PHILADELPHIA,OPEN,REHABILITATION
4403,PENNSYLVANIA HOSPITAL,PHILADELPHIA,PA,PHILADELPHIA,OPEN,GENERAL ACUTE CARE
4404,BROWN COUNTY HOSPITAL,AINSWORTH,NE,BROWN,OPEN,CRITICAL ACCESS
4405,NAZARETH HOSPITAL,PHILADELPHIA,PA,PHILADELPHIA,OPEN,GENERAL ACUTE CARE
4406,ROXBOROUGH MEMORIAL HOSPITAL,PHILADELPHIA,PA,PHILADELPHIA,OPEN,GENERAL ACUTE CARE
4407,MEADOWS PSYCHIATRIC CENTER,CENTRE HALL,PA,CENTRE,OPEN,PSYCHIATRIC
4408,UNION HOSPITAL,DOVER,OH,TUSCARAWAS,OPEN,GENERAL ACUTE CARE
4409,MEMORIAL HOSPITAL OF UNION COUNTY,MARYSVILLE,OH,UNION,OPEN,GENERAL ACUTE CARE
4410,MOUNT NITTANY MEDICAL CENTER,STATE COLLEGE,PA,CENTRE,OPEN,GENERAL ACUTE CARE
4411,CONEMAUGH MINERS MEDICAL CENTER,HASTINGS,PA,CAMBRIA,OPEN,GENERAL ACUTE CARE
4412,BRANDYWINE HOSPITAL,COATESVILLE,PA,CHESTER,OPEN,GENERAL ACUTE CARE
4413,CHESTER COUNTY HOSPITAL,WEST CHESTER,PA,CHESTER,OPEN,GENERAL ACUTE CARE
4414,GROVER C DILS MEDICAL CENTER,CALIENTE,NV,LINCOLN,OPEN,GENERAL ACUTE CARE
4415,DEVEREUX CHILDRENS BEHAVIORAL HEALTH CENTER,MALVERN,PA,CHESTER,OPEN,PSYCHIATRIC
4416,PHOENIXVILLE HOSPITAL,PHOENIXVILLE,PA,CHESTER,OPEN,GENERAL ACUTE CARE
4417,COATESVILLE VETERANS AFFAIRS MEDICAL CENTER,COATESVILLE,PA,CHESTER,OPEN,MILITARY
4418,BATTLE MOUNTAIN GENERAL HOSPITAL,BATTE MTN,NV,LANDER,OPEN,GENERAL ACUTE CARE
4419,MOUNT GRANT GENERAL HOSPITAL,HAWTHORNE,NV,MINERAL,OPEN,CRITICAL ACCESS
4420,NYE REGIONAL MEDICAL CENTER,TONOPAH,NV,NYE,CLOSED,GENERAL ACUTE CARE
4421,BENSON HOSPITAL,BENSON,AZ,COCHISE,OPEN,GENERAL ACUTE CARE
4422,JOHN HEINZ INSTITUTE OF REHABILITATION,WILKES-BARRE,PA,LUZERNE,OPEN,REHABILITATION
4423,"NORTHERN COCHISE COMMUNITY HOSPITAL, INC.",WILLCOX,AZ,COCHISE,OPEN,GENERAL ACUTE CARE
4424,LEHIGH VALLEY HOSPITAL-MUHLENBERG,BETHLEHEM,PA,LEHIGH,OPEN,GENERAL ACUTE CARE
4425,UPMC JAMESON,NEW CASTLE,PA,LAWRENCE,OPEN,GENERAL ACUTE CARE
4426,SAINT LUKE'S NORTHLAND HOSPITAL - BARRY ROAD,KANSAS CITY,MO,PLATTE,OPEN,GENERAL ACUTE CARE
4427,KEARNEY COUNTY HEALTH SERVICES HOSPITAL,MINDEN,NE,KEARNEY,OPEN,CRITICAL ACCESS
4428,SUNBURY COMMUNITY HOSPITAL,SUNBURY,PA,NORTHUMBERLAND,OPEN,GENERAL ACUTE CARE
4429,LANCASTER BEHAVIORAL HEALTH HOSPITAL,LANCASTER,PA,LANCASTER,OPEN,PSYCHIATRIC
4430,NORRISTOWN STATE HOSPITAL,NORRISTOWN,PA,MONTGOMERY,OPEN,PSYCHIATRIC
4431,MOSES TAYLOR HOSPITAL,SCRANTON,PA,LACKAWANNA,OPEN,GENERAL ACUTE CARE
4432,HOLZER MEDICAL CENTER,GALLIPOLIS,OH,GALLIA,OPEN,GENERAL ACUTE CARE
4433,BEVERLY CAMPUS BEVERLY CAMPUS,BEVERLY,MA,ESSEX,OPEN,GENERAL ACUTE CARE
4434,NORTH SHORE MEDICAL CENTER - SALEM CAMPUS,SALEM,MA,ESSEX,OPEN,GENERAL ACUTE CARE
4435,BANNER-UNIVERSITY MEDICAL CENTER TUCSON CAMPUS,TUCSON,AZ,PIMA,OPEN,SPECIAL
4436,REGIONAL HOSPITAL OF SCRANTON,SCRANTON,PA,LACKAWANNA,OPEN,GENERAL ACUTE CARE
4437,UPMC LITITZ,LITITZ,PA,LANCASTER,OPEN,GENERAL ACUTE CARE
4438,UPMC PINNACLE LANCASTER,LANCASTER,PA,LANCASTER,OPEN,GENERAL ACUTE CARE
4439,ST MARY'S VINCENT EVANSVILLE INC,EVANSVILLE,IN,VANDERBURGH,OPEN,GENERAL ACUTE CARE
4440,KINGMAN REGIONAL MEDICAL CENTER-HUALAPAI MOUNTAIN CAMPUS,KINGMAN,AZ,MOHAVE,OPEN,SPECIAL
4441,COASTAL BEHAVIORAL HEALTH,SAVANNAH,GA,CHATHAM,OPEN,PSYCHIATRIC
4442,BLACK HILLS SURGERY CENTER LIMITED LIABILITY PARTNERSHIP,RAPID CITY,SD,PENNINGTON,OPEN,GENERAL ACUTE CARE
4443,MELROSEWKFLD HEALTHCARE LAWRENCE MEMORIAL HOSPITAL CAMPUS,MEDFORD,MA,MIDDLESEX,OPEN,GENERAL ACUTE CARE
4444,AVERA HEART HOSPITAL OF SOUTH DAKOTA,SIOUX FALLS,SD,LINCOLN,OPEN,SPECIAL
4445,COMMUNITY HOSPITALS AND WELLNESS CENTERS BRYAN,BRYAN,OH,WILLIAMS,OPEN,GENERAL ACUTE CARE
4446,UVA TRANSITIONAL CARE HOSPITAL,CHARLOTTESVILLE,VA,ALBEMARLE,OPEN,LONG TERM CARE
4447,CHILDRENS HOSP & CLINICS MINNE,MINNEAPOLIS,MN,HENNEPIN,OPEN,GENERAL ACUTE CARE
4448,PARK NICOLLET METHODIST HOSP,ST LOUIS PARK,MN,HENNEPIN,OPEN,GENERAL ACUTE CARE
4449,SAINT JOSEPH HOSPITAL,BANGOR,ME,PENOBSCOT,OPEN,GENERAL ACUTE CARE
4450,SOUTHWESTERN VIRGINIA MENTAL HEALTH INSTITUTE,MARION,VA,SMYTH,OPEN,PSYCHIATRIC
4451,GRAND ITASCA CLINIC & HOSP,GRAND RAPIDS,MN,ITASCA,OPEN,GENERAL ACUTE CARE
4452,PEMBINA COUNTY MEMORIAL HOSPITAL,CAVALIER,ND,PEMBINA,OPEN,CRITICAL ACCESS
4453,MCLEOD SEACOAST,LITTLE RIVER,SC,HORRY,OPEN,GENERAL ACUTE CARE
4454,HENDRICKS COMM HOSP,HENDRICKS,MN,LINCOLN,OPEN,CRITICAL ACCESS
4455,SANFORD TRACY MEDICAL CENTER,TRACY,MN,LYON,OPEN,CRITICAL ACCESS
4456,MEMORIAL HOSPITAL OF WILLIAM AND GERTRUDE JONES HOSPITAL,WELLSVILLE,NY,ALLEGANY,OPEN,GENERAL ACUTE CARE
4457,CARL ALBERT COMMUNITY MENTAL HEALTH CENTER,MCALESTER,OK,PITTSBURG,OPEN,PSYCHIATRIC
4458,LOWER UMPQUA HOSPITAL DISTRICT,REEDSPORT,OR,DOUGLAS,OPEN,CRITICAL ACCESS
4459,ST CHARLES MEDICAL CENTER REDMOND,REDMOND,OR,DESCHUTES,OPEN,GENERAL ACUTE CARE
4460,COLUMBIA MEMORIAL HOSPITAL,HUDSON,NY,COLUMBIA,OPEN,GENERAL ACUTE CARE
4461,RIVERSIDE REHABILITATION INSTITUTE,NEWPORT NEWS,VA,NEWPORT NEWS,OPEN,REHABILITATION
4462,LAKE DISTRICT HOSPITAL,LAKEVIEW,OR,LAKE,OPEN,CRITICAL ACCESS
4463,SKY LAKES MEDICAL CENTER,KLAMATH FALLS,OR,KLAMATH,OPEN,GENERAL ACUTE CARE
4464,RESTON HOSPITAL CENTER,RESTON,VA,FAIRFAX,OPEN,GENERAL ACUTE CARE
4465,SOUTHWESTERN VERMONT MEDICAL CENTER,BENNINGTON,VT,BENNINGTON,OPEN,GENERAL ACUTE CARE
4466,DRISCOLL CHILDREN'S HOSPITAL,CORPUS CHRISTI,TX,NUECES,OPEN,CHILDREN
4467,DAYTON VA MEDICAL CENTER,DAYTON,OH,MONTGOMERY,OPEN,MILITARY
4468,HAMPTON VA MEDICAL CENTER,HAMPTON,VA,HAMPTON,OPEN,MILITARY
4469,GRANDE RONDE HOSPITAL,LA GRANDE,OR,UNION,OPEN,CRITICAL ACCESS
4470,WEST VALLEY HOSPITAL,DALLAS,OR,POLK,OPEN,CRITICAL ACCESS
4471,CENTRAL WASHINGTON HOSPITAL,WENATCHEE,WA,CHELAN,OPEN,GENERAL ACUTE CARE
4472,WILLAMETTE VALLEY MEDICAL CENTER,MCMINNVILLE,OR,YAMHILL,OPEN,GENERAL ACUTE CARE
4473,GOOD SAMARITAN REGIONAL MEDICAL CENTER,CORVALLIS,OR,BENTON,OPEN,GENERAL ACUTE CARE
4474,KNOX COUNTY HOSPITAL,KNOX CITY,TX,KNOX,OPEN,CRITICAL ACCESS
4475,GUTHRIE CORNING HOSPITAL,CORNING,NY,STEUBEN,CLOSED,GENERAL ACUTE CARE
4476,SAINT ANTHONY MEDICAL CENTER,ROCKFORD,IL,WINNEBAGO,OPEN,GENERAL ACUTE CARE
4477,PECONIC BAY MEDICAL CENTER,RIVERHEAD,NY,SUFFOLK,OPEN,GENERAL ACUTE CARE
4478,CARDINAL HILL REHABILITATION HOSPITAL,LEXINGTON,KY,FAYETTE,OPEN,REHABILITATION
4479,GIBSON COMMUNITY HOSPITAL,GIBSON CITY,IL,FORD,OPEN,CRITICAL ACCESS
4480,GRAHAM HOSPITAL ASSOCIATION,CANTON,IL,FULTON,OPEN,GENERAL ACUTE CARE
4481,UNIVERSITY OF MD SHORE MEDICAL CTR AT CHESTERTOWN,CHESTERTOWN,MD,KENT,OPEN,GENERAL ACUTE CARE
4482,TMC BONHAM HOSPITAL,BONHAM,TX,FANNIN,OPEN,CRITICAL ACCESS
4483,GOODALL-WITCHER HOSPITAL,CLIFTON,TX,BOSQUE,OPEN,CRITICAL ACCESS
4484,SARAH BUSH LINCOLN HEALTH CENTER,MATTOON,IL,COLES,OPEN,GENERAL ACUTE CARE
4485,MITCHELL COUNTY HOSPITAL,COLORADO CITY,TX,MITCHELL,OPEN,CRITICAL ACCESS
4486,ELECTRA MEMORIAL HOSPITAL,ELECTRA,TX,WICHITA,OPEN,CRITICAL ACCESS
4487,HASKELL MEMORIAL HOSPITAL,HASKELL,TX,HASKELL,OPEN,CRITICAL ACCESS
4488,NORTHWEST HOSPITAL CENTER,RANDALLSTOWN,MD,BALTIMORE,OPEN,GENERAL ACUTE CARE
4489,BAPTIST MEMORIAL HOSPITAL,MEMPHIS,TN,SHELBY,OPEN,GENERAL ACUTE CARE
4490,ALEXIAN BROTHERS BEHAVIORAL HEALTH HOSPITAL,HOFFMAN ESTATES,IL,COOK,OPEN,PSYCHIATRIC
4491,"AURORA CHICAGO LAKESHORE HOSPITAL, LLC - DBA AURORA CHICAGO LAKESHORE HOSPITAL",CHICAGO,IL,COOK,OPEN,PSYCHIATRIC
4492,SWEENY COMMUNITY HOSPITAL,SWEENY,TX,BRAZORIA,OPEN,CRITICAL ACCESS
4493,RML HEALTH PROVIDERS LTD PARTNERSHIP - DBA RML HINSDALE,HINSDALE,IL,COOK,OPEN,LONG TERM CARE
4494,SCHWAB REHABILITATION CENTER,CHICAGO,IL,COOK,OPEN,REHABILITATION
4495,KINDRED HOSPITAL - CENTRAL CHICAGO,CHICAGO,IL,COOK,OPEN,LONG TERM CARE
4496,COLLINGSWORTH GENERAL HOSPITAL,WELLINGTON,TX,COLLINGSWORTH,OPEN,CRITICAL ACCESS
4497,EDWARD HINES JR. VETERANS AFFAIRS HOSPITAL,HINES,IL,COOK,OPEN,MILITARY
4498,FOSTER G MCGAW HOSPITAL LOYOLA UNIVERSITY MEDICAL CENTER,MAYWOOD,IL,COOK,OPEN,GENERAL ACUTE CARE
4499,WARNER HOSPITAL AND HEALTH SERVICES,CLINTON,IL,DE WITT,OPEN,CRITICAL ACCESS
4500,SUMMERS COUNTY ARH HOSPITAL,HINTON,WV,SUMMERS,OPEN,CRITICAL ACCESS
4501,NORTON HOSPITAL,LOUISVILLE,KY,JEFFERSON,OPEN,GENERAL ACUTE CARE
4502,SOUTH CAROLINA SEXUALLY VIOLENT PREDATOR TREATMENT PROGRAM,COLUMBIA,SC,RICHLAND,OPEN,PSYCHIATRIC
4503,STONEWALL JACKSON MEMORIAL HOSPITAL,WESTON,WV,LEWIS,OPEN,GENERAL ACUTE CARE
4504,PRESTON MEMORIAL HOSPITAL,KINGWOOD,WV,PRESTON,OPEN,CRITICAL ACCESS
4505,ST JOHNS HOSPITAL,SPRINGFIELD,IL,SANGAMON,OPEN,GENERAL ACUTE CARE
4506,MONROE COUNTY MEDICAL CENTER,TOMPKINSVILLE,KY,MONROE,OPEN,GENERAL ACUTE CARE
4507,SAINT JOSEPH MOUNT STERLING,MT. STERLING,KY,MONTGOMERY,OPEN,GENERAL ACUTE CARE
4508,GRAFTON CITY HOSPITAL,GRAFTON,WV,TAYLOR,OPEN,CRITICAL ACCESS
4509,ST. LUKE'S HOSPITAL - WARREN CAMPUS,PHILLIPSBURG,NJ,WARREN,OPEN,GENERAL ACUTE CARE
4510,HACKETTSTOWN REGIONAL MEDICAL CENTER,HACKETTSTOWN,NJ,WARREN,OPEN,GENERAL ACUTE CARE
4511,LITTLE HILL ALINA LODGE,BLAIRSTOWN,NJ,WARREN,OPEN,SPECIAL
4512,ELKVIEW GENERAL HOSPITAL,HOBART,OK,KIOWA,OPEN,GENERAL ACUTE CARE
4513,EASTERN OKLAHOMA MEDICAL CENTER,POTEAU,OK,LE FLORE,OPEN,GENERAL ACUTE CARE
4514,EDMOND -AMG SPECIALTY HOSPITAL,EDMOND,OK,OKLAHOMA,OPEN,LONG TERM CARE
4515,KATHERINE SHAW BETHEA HOSPITAL,DIXON,IL,LEE,OPEN,GENERAL ACUTE CARE
4516,SAINT JAMES HOSPITAL,PONTIAC,IL,LIVINGSTON,OPEN,GENERAL ACUTE CARE
4517,LAKESIDE WOMEN'S HOSPITAL,OKLAHOMA CITY,OK,OKLAHOMA,OPEN,GENERAL ACUTE CARE
4518,INTEGRIS HEALTH EDMOND,EDMOND,OK,OKLAHOMA,OPEN,GENERAL ACUTE CARE
4519,NORTHWEST SURGICAL HOSPITAL,OKLAHOMA CITY,OK,OKLAHOMA,OPEN,SPECIAL
4520,MCBRIDE ORTHOPEDIC HOSPITAL,OKLAHOMA CITY,OK,OKLAHOMA,OPEN,SPECIAL
4521,CARROLL COUNTY MEMORIAL HOSPITAL,CARROLLTON,KY,CARROLL,OPEN,CRITICAL ACCESS
4522,LAKE CUMBERLAND REGIONAL HOSPITAL,SOMERSET,KY,PULASKI,OPEN,GENERAL ACUTE CARE
4523,SURGICAL HOSPITAL OF OKLAHOMA,OKLAHOMA CITY,OK,OKLAHOMA,OPEN,GENERAL ACUTE CARE
4524,CEDAR RIDGE,OKLAHOMA CITY,OK,OKLAHOMA,OPEN,PSYCHIATRIC
4525,ST MARYS HOSPITAL,DECATUR,IL,MACON,OPEN,GENERAL ACUTE CARE
4526,COMMUNITY MEMORIAL HOSPITAL,STAUNTON,IL,MACOUPIN,OPEN,CRITICAL ACCESS
4527,ALTON MEMORIAL HOSPITAL,ALTON,IL,MADISON,OPEN,GENERAL ACUTE CARE
4528,OSF SAINT ANTHONY'S HEALTH CENTER,ALTON,IL,MADISON,OPEN,GENERAL ACUTE CARE
4529,UNIVERSITY OF MD SHORE MEDICAL CENTER AT EASTON,EASTON,MD,TALBOT,OPEN,GENERAL ACUTE CARE
4530,HUGGINS HOSPITAL,WOLFEBORO,NH,CARROLL,OPEN,GENERAL ACUTE CARE
4531,OKLAHOMA HEART HOSPITAL,OKLAHOMA CITY,OK,OKLAHOMA,OPEN,SPECIAL
4532,THE CHILDREN'S CENTER,BETHANY,OK,OKLAHOMA,OPEN,CHILDREN
4533,SPEARE MEMORIAL HOSPITAL,PLYMOUTH,NH,GRAFTON,OPEN,GENERAL ACUTE CARE
4534,CRITTENDEN COUNTY HOSPITAL,MARION,KY,CRITTENDEN,OPEN,GENERAL ACUTE CARE
4535,CARROLL HOSPITAL CENTER,WESTMINSTER,MD,CARROLL,OPEN,GENERAL ACUTE CARE
4536,KENTUCKY CORRECTIONAL PSYCHIATRIC CENTER,LAGRANGE,KY,OLDHAM,OPEN,PSYCHIATRIC
4537,PAULS VALLEY GENERAL HOSPITAL,PAULS VALLEY,OK,GARVIN,OPEN,GENERAL ACUTE CARE
4538,PURCELL MUNICIPAL HOSPITAL,PURCELL,OK,MCCLAIN,OPEN,GENERAL ACUTE CARE
4539,MERCY HEALTH -LOVE COUNTY,MARIETTA,OK,LOVE,OPEN,CRITICAL ACCESS
4540,UNIVERSITY OF MD SHORE MEDICAL CTR AT DORCHESTER,CAMBRIDGE,MD,DORCHESTER,OPEN,GENERAL ACUTE CARE
4541,MERCY HOSPITAL LOGAN COUNTY,GUTHRIE,OK,LOGAN,OPEN,CRITICAL ACCESS
4542,PRAGUE COMMUNITY HOSPITAL,PRAGUE,OK,LINCOLN,OPEN,CRITICAL ACCESS
4543,STROUD REGIONAL MEDICAL CENTER,STROUD,OK,LINCOLN,OPEN,CRITICAL ACCESS
4544,MARIANJOY REHABILITATION CENTER,WHEATON,IL,DUPAGE,OPEN,REHABILITATION
4545,JEFFERSON COUNTY HOSPITAL,WAURIKA,OK,JEFFERSON,OPEN,CRITICAL ACCESS
4546,HOLDENVILLE GENERAL HOSPITAL,HOLDENVILLE,OK,HUGHES,OPEN,CRITICAL ACCESS
4547,ATLANTIC GENERAL HOSPITAL,BERLIN,MD,WORCESTER,OPEN,GENERAL ACUTE CARE
4548,HARMON MEMORIAL HOSPITAL,HOLLIS,OK,HARMON,OPEN,GENERAL ACUTE CARE
4549,NORTHWESTERN MEDICAL CENTER,ST. ALBANS,VT,FRANKLIN,OPEN,GENERAL ACUTE CARE
4550,ROPER ST FRANCIS BERKELEY HOSPITAL,MONCKS CORNER,SC,BERKELEY,OPEN,GENERAL ACUTE CARE
4551,NEMOURS CHILDREN'S HOSPITAL,ORLANDO,FL,ORANGE,OPEN,GENERAL ACUTE CARE
4552,ST. JOSEPH MEDICAL CENTER,HOUSTON,TX,HARRIS,OPEN,GENERAL ACUTE CARE
4553,HCA HOUSTON HEALTHCARE NORTHWEST MEDICAL CENTER,HOUSTON,TX,HARRIS,OPEN,GENERAL ACUTE CARE
4554,MEMORIAL HERMANN GREATER HEIGHTS HOSPITAL,HOUSTON,TX,HARRIS,OPEN,GENERAL ACUTE CARE
4555,MERCY HOSPITAL TISHOMINGO,TISHOMINGO,OK,JOHNSTON,OPEN,CRITICAL ACCESS
4556,MONTANA STATE HOSPITAL,WARM SPRINGS,MT,DEER LODGE,OPEN,PSYCHIATRIC
4557,PINNACLE REGIONAL HOSPITAL INC,OVERLAND PARK,KS,JOHNSON,OPEN,GENERAL ACUTE CARE
4558,CHI ST LUKES HEALTH - BRAZOSPORT,LAKE JACKSON,TX,BRAZORIA,OPEN,GENERAL ACUTE CARE
4559,DOCTORS HOSPITAL OF LAREDO,LAREDO,TX,WEBB,OPEN,GENERAL ACUTE CARE
4560,CHI ST LUKES HEALTH - MEMORIAL LIVINGSTON,LIVINGSTON,TX,POLK,OPEN,GENERAL ACUTE CARE
4561,FLOYD VALLEY HOSPITAL,LE MARS,IA,PLYMOUTH,OPEN,CRITICAL ACCESS
